,ensemble_name,0
batch_test_acc-mean,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9531, 0.9609, 0.9766, 0.9609, 0.9766, 0.9297, 0.9766, 0.9297, 0.9531, 0.9766, 0.9844, 0.9688, 0.9688, 0.9766, 0.9219, 0.9683]"
batch_test_acc-std,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
batch_train_acc-mean,full-ensemble,"[1.0, 1.0, 0.9844, 0.9922, 1.0, 0.9922, 1.0, 0.9922, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 0.9844, 0.9922, 0.9844, 1.0, 1.0, 1.0, 0.9922, 0.9844, 1.0, 1.0, 0.9922, 1.0, 0.9844, 0.9844, 0.9844, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9844, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0156, 0.375, 0.8047, 0.8828, 0.9297, 0.9219, 0.8594, 0.9297, 0.9375, 0.9609, 0.9219, 0.9531, 0.9219, 0.9375, 0.9375, 0.9297, 0.9609, 0.9531, 0.9453, 0.9453, 0.9375, 0.9766, 0.9609, 0.9688, 0.9531, 0.9453, 0.9688, 0.9297, 0.9531, 0.9844, 0.9922, 0.9453, 0.9375, 0.9531, 0.9531, 0.9453, 0.9766, 0.9453, 0.9375, 0.9609, 0.9531, 0.9531, 0.9375, 0.9531, 0.9531, 0.9375, 0.9688, 0.9375, 0.9609, 0.9609, 0.9688, 0.9219, 0.9453, 0.9688, 0.9453, 1.0, 0.9609, 0.9219, 0.9844, 0.9531, 0.9688, 0.9844, 0.9375, 0.9766, 0.9609, 0.9609, 0.9453, 0.9453, 0.9453, 0.9609, 0.9609, 0.9609, 0.9375, 0.9922, 0.9766, 0.9844, 0.9844, 0.9766, 0.9844, 0.9844, 0.9844, 0.9453, 0.9688, 0.9922, 0.9297, 0.9531, 0.9531, 0.9688, 0.9298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0312, 0.2656, 0.5469, 0.6172, 0.6406, 0.5391, 0.6641, 0.6562, 0.5469, 0.5469, 0.5859, 0.6328, 0.7188, 0.8516, 0.9297, 0.9219, 0.9219, 0.9141, 0.9375, 0.9531, 0.9297, 0.9141, 0.9375, 0.9375, 0.9219, 0.9609, 0.9531, 0.9766, 0.9688, 0.9844, 0.9453, 0.9766, 0.9531, 0.9453, 0.9453, 0.9766, 0.9609, 0.9688, 0.9844, 0.9766, 0.9531, 0.9688, 0.9531, 0.9688, 0.9844, 0.9688, 0.9453, 0.9375, 0.9844, 0.9844, 0.9844, 0.9844, 0.9766, 0.9766, 0.9844, 0.9922, 0.9922, 0.9922, 0.9844, 0.9922, 0.9922, 0.9766, 0.9844, 0.9688, 0.9844, 0.9844, 0.9688, 0.9844, 0.9844, 0.9922, 0.9844, 1.0, 0.9844, 1.0, 0.9922, 0.9844, 0.9764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0469, 0.2656, 0.4609, 0.7422, 0.7578, 0.8359, 0.8828, 0.9141, 0.875, 0.9688, 0.9531, 0.9531, 0.9922, 1.0, 0.9844, 0.9922, 0.9922, 0.9922, 0.9844, 0.9922, 1.0, 0.9922, 0.9922, 0.9922, 0.9922, 0.9922, 0.9844, 1.0, 0.9922, 1.0, 0.9922, 1.0, 0.9844, 0.9844, 1.0, 0.9844, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9844, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9844, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9844, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9844, 0.9922, 1.0, 0.9844, 1.0, 1.0, 1.0, 1.0, 0.9844, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0156, 0.0781, 0.2656, 0.4219, 0.4688, 0.5312, 0.4453, 0.5469, 0.5078, 0.4844, 0.5234, 0.5938, 0.7422, 0.8125, 0.9219, 0.9531, 0.9219, 0.9531, 0.9609, 0.9375, 0.9375, 0.9453, 0.9062, 0.9062, 0.9219, 0.9688, 0.9453, 0.9141, 0.9141, 0.9375, 0.9375, 0.9219, 0.9141, 0.9062, 0.9219, 0.9219, 0.9062, 0.9062, 0.9297, 0.9219, 0.9297, 0.9062, 0.8984, 0.9062, 0.9141, 0.9531, 0.9844, 0.9375, 0.9297, 0.9609, 0.9141, 0.9453, 0.9219, 0.9219, 0.9453, 0.9375, 0.9766, 0.9297, 0.9531, 0.9688, 0.9688, 0.9531, 0.9609, 0.9297, 0.9688, 0.9531, 0.9375, 0.9766, 0.9531, 0.9766, 0.9453, 0.9766, 0.9375, 0.9766, 0.875]"
batch_train_acc-std,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
experience_test_acc-mean,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.9614]"
experience_test_acc-std,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0]"
batch_test_acc-mean,random_better-accuracy_score-num_gurus-1,"[0.0, 0.4844, 0.4922, 0.5078, 0.5781, 0.4844, 0.4609, 0.5312, 0.4531, 0.5234, 0.4531, 0.5156, 0.5156, 0.5156, 0.4531, 0.4062, 0.5373, 0.5391, 0.5469, 0.4688, 0.4453, 0.4688, 0.5938, 0.5469, 0.5, 0.6797, 0.5078, 0.5391, 0.5078, 0.5469, 0.5391, 0.5, 0.5656, 0.9219, 0.8828, 0.9219, 0.9453, 0.9141, 0.9219, 0.9375, 0.9375, 0.9375, 0.9375, 0.9609, 0.9219, 0.9375, 0.9453, 0.8902, 0.75, 0.6953, 0.7188, 0.6484, 0.7266, 0.6797, 0.7266, 0.7344, 0.625, 0.6406, 0.6562, 0.6875, 0.7969, 0.6875, 0.7266, 0.6212, 0.0547, 0.0469, 0.0703, 0.0781, 0.1328, 0.0703, 0.0938, 0.0781, 0.0703, 0.0859, 0.0547, 0.0781, 0.0938, 0.0469, 0.1016, 0.1111]"
batch_test_acc-std,random_better-accuracy_score-num_gurus-1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
batch_train_acc-mean,random_better-accuracy_score-num_gurus-1,"[1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 0.9844, 0.9844, 0.9844, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9844, 0.9844, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9844, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1328, 0.4062, 0.0, 0.7266, 0.8438, 0.9062, 0.9297, 0.8594, 0.9062, 0.7969, 0.8047, 0.8203, 0.8281, 0.8203, 0.8828, 0.9062, 0.9609, 0.9609, 0.9766, 0.9766, 0.9375, 0.9609, 0.9375, 0.9531, 0.9219, 0.9375, 0.9844, 0.9844, 0.9531, 0.9141, 0.9453, 0.9688, 0.9375, 0.9688, 0.9297, 0.8984, 0.9375, 0.9766, 0.9453, 0.9297, 0.9297, 0.9375, 0.9141, 0.9531, 0.9375, 0.9531, 0.9531, 0.9688, 0.9219, 0.9375, 0.9766, 0.9141, 1.0, 0.9453, 0.9297, 0.9766, 0.9141, 0.9531, 0.9766, 0.9219, 0.9688, 0.9453, 0.9609, 0.9453, 0.9531, 0.9375, 0.0, 0.0, 0.0, 0.0, 0.9844, 0.9688, 1.0, 0.9844, 0.9766, 0.9688, 0.9688, 0.9766, 0.9453, 0.9688, 0.9922, 0.9219, 0.9531, 0.9609, 0.9688, 0.9298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0469, 0.2266, 0.2969, 0.5234, 0.5469, 0.5469, 0.5078, 0.5391, 0.5312, 0.5, 0.6016, 0.5859, 0.7422, 0.8359, 0.875, 0.8359, 0.9062, 0.8828, 0.9141, 0.9375, 0.9844, 0.9688, 0.9688, 0.9297, 0.9375, 0.9766, 0.9375, 0.9688, 0.9844, 0.9688, 0.9844, 0.9766, 0.9609, 0.9844, 0.9766, 1.0, 0.9531, 0.9609, 0.9766, 0.9688, 0.9844, 0.9766, 0.9688, 0.9766, 0.9922, 0.9922, 0.9531, 0.9766, 0.9766, 0.9688, 0.9844, 0.9688, 0.9531, 0.9297, 0.9844, 0.9844, 0.9844, 0.9922, 0.9844, 0.9922, 1.0, 0.9766, 0.9922, 1.0, 0.9922, 1.0, 0.9922, 0.9766, 0.9922, 0.9844, 0.9844, 0.9844, 0.9688, 0.9766, 0.9922, 0.9922, 0.9844, 0.9922, 0.9766, 0.9922, 0.9922, 0.9922, 0.9764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2578, 0.4062, 0.4375, 0.4688, 0.4688, 0.6016, 0.4844, 0.5469, 0.4922, 0.5234, 0.4219, 0.5, 0.5703, 0.4609, 0.5, 0.5547, 0.5859, 0.625, 0.8203, 0.8594, 0.9141, 0.9297, 0.9922, 0.9922, 0.9688, 0.9844, 0.9922, 0.9922, 0.9766, 1.0, 1.0, 0.9766, 1.0, 0.9766, 0.9922, 0.9922, 0.9766, 0.9922, 0.9844, 1.0, 0.9688, 1.0, 0.9844, 0.9766, 1.0, 0.9844, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 0.9922, 0.9922, 1.0, 0.9922, 0.9766, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9844, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9844, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9844, 0.9922, 1.0, 0.9844, 0.9922, 1.0, 1.0, 1.0, 0.9844, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0156, 0.1172, 0.2812, 0.3672, 0.4219, 0.4766, 0.4922, 0.5469, 0.5547, 0.6172, 0.5859, 0.5625, 0.5078, 0.5469, 0.5234, 0.5469, 0.5938, 0.6016, 0.6797, 0.75, 0.8203, 0.8984, 0.9375, 0.8906, 0.9297, 0.9453, 0.9531, 0.9297, 0.9531, 0.9688, 0.9453, 0.9844, 0.9453, 0.9688, 0.9688, 0.9609, 0.9375, 0.9297, 0.9531, 0.9844, 0.9688, 0.9297, 0.9453, 0.9688, 0.9609, 0.9531, 0.9219, 0.9609, 0.9375, 0.9609, 0.9453, 0.9766, 0.9688, 0.9453, 0.9688, 0.9531, 0.9453, 0.9766, 0.9531, 0.9844, 1.0, 0.9375, 0.9766, 0.9688, 0.9453, 0.9688, 0.9297, 0.9375, 0.9688, 0.9453, 0.9688, 0.9453, 0.9531, 0.9688, 0.9688, 0.9609, 0.9766, 0.9531, 0.9609, 0.9766, 0.9531, 0.9766, 0.9609, 0.9844, 0.9609, 0.9766, 0.9453, 0.9766, 0.875]"
batch_train_acc-std,random_better-accuracy_score-num_gurus-1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
