,ensemble_name,0
batch_test_acc-mean,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9766, 0.9609, 0.9844, 0.9609, 0.9766, 0.9688, 0.9688, 0.9766, 0.9922, 0.9688, 0.9922, 0.9688, 0.9844, 0.9453, 0.9609, 0.9841]"
batch_test_acc-std,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
batch_train_acc-mean,full-ensemble,"[1.0, 1.0, 0.9844, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 0.9922, 1.0, 0.9844, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9844, 0.9922, 0.9922, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1484, 0.6406, 0.7188, 0.8047, 0.7422, 0.8047, 0.7812, 0.7969, 0.7578, 0.8125, 0.8516, 0.8672, 0.9297, 0.9453, 0.9297, 0.9219, 0.9297, 0.9219, 0.9453, 0.9297, 0.9766, 0.9219, 0.9375, 0.9297, 0.9297, 0.9609, 0.9688, 0.9609, 0.9609, 0.9531, 0.9453, 0.9453, 0.9531, 0.9453, 0.9688, 0.9844, 0.9609, 0.9375, 0.9609, 0.9688, 0.9688, 0.9375, 0.9766, 0.9531, 0.9766, 0.9609, 0.9453, 0.9766, 0.9688, 0.9766, 0.9375, 0.9531, 0.9766, 0.9688, 0.9375, 0.9844, 0.9766, 0.9531, 0.9453, 0.9453, 0.9688, 0.9688, 0.9766, 0.9531, 0.9844, 0.9844, 0.9688, 0.9375, 0.9609, 0.9531, 0.9766, 0.9609, 0.9609, 0.9766, 0.9453, 0.9688, 0.9375, 0.9688, 0.9688, 0.9688, 0.9766, 0.9688, 0.9922, 0.9688, 0.9766, 0.9141, 0.9844, 0.9609, 0.9688, 0.9825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078, 0.0391, 0.25, 0.4844, 0.5781, 0.5547, 0.5156, 0.5078, 0.5234, 0.5078, 0.5859, 0.5781, 0.6641, 0.7578, 0.8359, 0.9453, 0.9688, 0.9688, 0.9844, 0.9375, 0.9531, 0.9531, 0.9375, 0.9766, 0.9688, 0.9609, 0.9531, 0.9141, 0.9688, 0.9844, 0.9844, 0.9688, 1.0, 0.9531, 0.9531, 0.9766, 0.9609, 0.9688, 0.9922, 0.9766, 0.9531, 1.0, 0.9531, 0.9766, 0.9766, 0.9844, 0.9922, 0.9922, 0.9688, 0.9766, 0.9922, 1.0, 0.9766, 0.9844, 0.9766, 0.9922, 0.9922, 0.9922, 0.9922, 0.9688, 0.9844, 0.9922, 0.9922, 0.9766, 0.9766, 1.0, 0.9922, 0.9922, 0.9766, 0.9844, 1.0, 0.9609, 0.9922, 0.9844, 1.0, 0.9844, 0.9922, 0.9766, 0.9766, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0391, 0.5, 0.8125, 0.8984, 0.9766, 0.9453, 0.9922, 0.9688, 0.9766, 0.9922, 1.0, 0.9922, 0.9922, 1.0, 0.9844, 0.9922, 1.0, 0.9766, 1.0, 0.9922, 1.0, 0.9844, 0.9844, 0.9844, 0.9844, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9844, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9766, 1.0, 0.9766, 0.9922, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9844, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 0.9922, 1.0, 0.9844, 1.0, 0.9766, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2109, 0.4688, 0.5312, 0.5391, 0.5938, 0.5391, 0.6484, 0.7266, 0.8438, 0.8828, 0.8906, 0.9375, 0.9531, 0.9453, 0.8984, 0.9609, 0.9297, 0.9453, 0.9531, 0.9453, 0.9141, 0.9531, 0.9453, 0.9453, 0.9531, 0.9844, 0.9688, 0.9219, 0.9531, 0.9766, 0.9844, 0.9375, 0.9609, 0.9375, 0.9766, 0.9688, 0.9375, 0.9766, 0.9609, 0.9688, 0.9688, 0.9922, 0.9609, 0.9766, 0.9844, 0.9297, 0.9844, 0.9766, 0.9531, 0.9688, 0.9453, 0.9531, 0.9766, 0.9688, 0.9531, 0.9688, 0.9297, 0.9609, 0.9609, 0.9922, 0.9766, 0.9844, 0.9766, 0.9844, 0.9922, 0.9844, 0.9766, 0.9766, 0.9609, 0.9688, 0.9688, 0.9453, 0.9766, 0.9688, 0.9453, 0.9844, 1.0, 0.9609, 0.9844, 1.0]"
batch_train_acc-std,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
experience_test_acc-mean,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.9731]"
experience_test_acc-std,full-ensemble,"[0.0, 0.0, 0.0, 0.0, 0.0]"
batch_test_acc-mean,random_better-accuracy_score-num_gurus-1,"[0.0, 0.6953, 0.6953, 0.7266, 0.75, 0.7266, 0.7578, 0.75, 0.7891, 0.7109, 0.7188, 0.6641, 0.7344, 0.6797, 0.7344, 0.6875, 0.6567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9609, 1.0, 0.9844, 0.9922, 0.9922, 1.0, 0.9922, 0.9844, 0.9922, 0.9844, 0.9688, 0.9922, 0.9766, 0.9766, 0.9878, 0.0312, 0.0391, 0.0078, 0.0156, 0.0312, 0.0234, 0.0312, 0.0234, 0.0, 0.0391, 0.0234, 0.0234, 0.0078, 0.0156, 0.0156, 0.0303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
batch_test_acc-std,random_better-accuracy_score-num_gurus-1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
batch_train_acc-mean,random_better-accuracy_score-num_gurus-1,"[1.0, 1.0, 0.9844, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9922, 1.0, 0.9922, 1.0, 0.9844, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9844, 0.9922, 0.9922, 1.0, 0.9922, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9844, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2266, 0.5078, 0.6172, 0.6562, 0.8906, 0.8906, 0.8906, 0.8906, 0.8516, 0.9219, 0.8672, 0.8828, 0.9453, 0.9453, 0.9062, 0.9062, 0.9375, 0.9297, 0.9453, 0.9453, 0.9688, 0.9297, 0.9453, 0.9609, 0.9688, 0.9688, 0.9766, 0.9609, 0.9609, 0.9453, 0.9531, 0.9297, 0.9609, 0.9609, 0.9766, 0.9766, 0.9766, 0.9453, 0.9609, 0.9609, 0.9609, 0.9375, 0.9766, 0.9531, 0.9688, 0.9531, 0.9453, 0.9609, 0.9766, 0.9922, 0.9531, 0.9453, 0.9688, 0.9688, 0.9375, 0.9922, 0.9609, 0.9531, 0.9375, 0.9375, 0.9688, 0.9688, 0.9844, 0.9453, 0.9766, 0.9922, 0.9609, 0.9375, 0.9609, 0.9609, 0.9766, 0.9531, 0.9766, 0.9766, 0.9453, 0.9766, 0.9375, 0.9688, 0.9609, 0.9609, 0.9844, 0.9688, 0.9922, 0.9766, 0.9766, 0.9219, 0.9844, 0.9609, 0.9609, 0.9825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2344, 0.625, 0.875, 0.8984, 0.8984, 0.9453, 0.9297, 0.9453, 0.9219, 0.9688, 0.9766, 0.9766, 0.9688, 0.9609, 0.9609, 0.9062, 0.9766, 0.9688, 0.9531, 0.9844, 0.9609, 0.9609, 0.9609, 0.9766, 0.9844, 0.9688, 0.9609, 0.9531, 0.9453, 0.9766, 0.9844, 0.9844, 0.9766, 0.9844, 0.9609, 0.9844, 0.9766, 0.9688, 0.9922, 0.9922, 0.9766, 0.9766, 1.0, 0.9609, 0.9844, 0.9844, 0.9844, 0.9922, 0.9922, 0.9766, 0.9844, 0.9922, 1.0, 0.4922, 0.7188, 0.8828, 0.9531, 0.9609, 0.9609, 0.875, 0.8984, 0.9141, 0.9531, 0.9141, 0.9297, 0.9297, 1.0, 0.9766, 0.9609, 0.9609, 0.9609, 0.9531, 0.9297, 0.9922, 0.9766, 0.9922, 0.9609, 0.9844, 0.9844, 0.9531, 0.9606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0469, 0.2344, 0.3906, 0.4688, 0.4531, 0.5234, 0.5078, 0.5312, 0.6094, 0.7031, 0.7656, 0.7422, 0.8828, 0.9688, 0.9609, 0.9844, 1.0, 0.9844, 0.9922, 0.9844, 0.9844, 0.9922, 0.9844, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9844, 0.9766, 1.0, 1.0, 1.0, 0.9922, 0.9922, 1.0, 1.0, 1.0, 1.0, 0.9766, 1.0, 0.9844, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9844, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 1.0, 0.9922, 1.0, 0.9844, 0.0, 0.4062, 0.4766, 0.5547, 0.4922, 0.4783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0312, 0.375, 0.8281, 0.8047, 0.7891, 0.8125, 0.8438, 0.8203, 0.8672, 0.8984, 0.8828, 0.8438, 0.7891, 0.875, 0.9141, 0.9453, 0.9297, 0.9375, 0.9219, 0.9141, 0.9297, 0.9375, 0.9375, 0.9766, 0.9688, 0.9531, 0.9609, 0.9844, 0.9531, 0.9219, 0.9453, 0.9922, 0.9688, 0.9297, 0.9531, 0.9375, 0.9609, 0.9688, 0.9375, 0.9688, 0.9688, 0.9609, 0.9766, 0.9844, 0.9609, 0.9609, 0.9922, 0.9141, 0.9766, 0.9688, 0.9609, 0.9766, 0.9453, 0.9531, 0.9688, 0.9766, 0.9453, 0.9766, 0.9297, 0.9688, 0.9531, 0.9922, 0.9766, 0.9766, 0.9766, 0.9766, 0.9922, 0.9844, 0.9766, 0.9688, 0.9688, 0.9609, 0.9688, 0.9531, 0.9844, 0.9766, 0.9453, 0.9844, 0.9922, 0.9688, 0.9766, 0.9583]"
batch_train_acc-std,random_better-accuracy_score-num_gurus-1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
